CustomerID,Age,Gender,MaritalStatus,IncomeLevel,TotalSpend,AvgSpend,NumTransactions,LastTransaction,UniqueProducts,NumInteractions,LastInteraction,IssuesUnresolved,LastLoginDate,LoginFrequency,ServiceUsage,ChurnStatus,ServiceMissing,SpendPerTransaction,SpendPerProduct,InteractionRate,DaysSinceLastTransaction,DaysSinceLastLogin,DaysSinceLastInteraction
101,33,F,Single,High,492.35,492.35,1,2022-06-08,1,2.0,2022-10-21,1.0,2023-01-15,35,Online Banking,0,0,492.35,492.35,2.0,571,350,436.0
102,31,M,Married,High,2029.96,338.32666666666665,6,2022-12-30,4,2.0,2022-10-30,1.0,2023-01-14,32,Online Banking,0,0,338.32666666666665,507.49,0.3333333333333333,366,351,427.0
103,39,M,Widowed,Low,2297.73,255.3033333333333,9,2022-12-20,4,2.0,2022-12-25,0.0,2023-04-27,46,Mobile App,0,0,255.30333333333334,574.4325,0.2222222222222222,376,248,371.0
104,66,F,Widowed,Medium,2666.84,296.3155555555556,9,2022-12-19,4,2.0,2022-04-22,1.0,2023-03-23,3,Online Banking,1,0,296.3155555555556,666.71,0.2222222222222222,377,283,618.0
105,67,F,Widowed,Low,1863.6,232.95,8,2022-12-20,3,2.0,2022-10-16,2.0,2023-12-24,30,Website,0,0,232.95,621.1999999999999,0.25,376,7,441.0
106,23,M,Married,High,875.08,291.6933333333333,3,2022-11-29,3,2.0,2022-05-21,1.0,2023-07-20,49,Mobile App,0,0,291.6933333333333,291.6933333333333,0.6666666666666666,397,164,589.0
107,59,F,Married,High,1542.76,257.12666666666667,6,2022-11-26,4,0.0,,0.0,2023-01-27,7,Online Banking,1,1,257.12666666666667,385.69,0.0,400,338,755.0
108,53,M,Divorced,Low,494.31,247.155,2,2022-10-18,2,2.0,2022-11-13,2.0,2023-03-24,1,Mobile App,1,0,247.155,247.155,1.0,439,282,413.0
109,18,M,Married,Medium,1274.7,212.45,6,2022-12-24,5,2.0,2022-12-11,2.0,2023-04-28,20,Mobile App,0,0,212.45000000000002,254.94,0.3333333333333333,372,247,385.0
110,49,M,Married,Medium,723.0,241.0,3,2022-11-13,3,2.0,2022-12-05,0.0,2023-10-10,25,Website,1,0,241.0,241.0,0.6666666666666666,413,82,391.0
111,23,F,Widowed,High,613.1800000000001,306.59000000000003,2,2022-10-09,2,1.0,2022-03-05,1.0,2023-06-17,33,Website,1,0,306.59000000000003,306.59000000000003,0.5,448,197,666.0
112,48,F,Divorced,High,750.17,250.05666666666664,3,2022-12-29,3,1.0,2022-03-09,0.0,2023-10-16,35,Website,0,0,250.05666666666664,250.05666666666664,0.3333333333333333,367,76,662.0
113,18,F,Married,High,1834.01,262.00142857142856,7,2022-10-19,4,1.0,2022-08-16,1.0,2023-04-12,44,Online Banking,0,0,262.00142857142856,458.5025,0.14285714285714285,438,263,502.0
114,67,F,Married,Low,2133.28,266.66,8,2022-12-04,5,0.0,,0.0,2023-08-02,24,Website,0,1,266.66,426.65600000000006,0.0,392,151,755.0
115,68,F,Widowed,High,653.62,130.724,5,2022-09-22,4,0.0,,0.0,2023-09-21,14,Mobile App,0,1,130.724,163.405,0.0,465,101,755.0
116,54,M,Married,High,1504.28,214.89714285714285,7,2022-12-20,3,1.0,2022-05-26,0.0,2023-08-20,39,Mobile App,0,0,214.89714285714285,501.4266666666667,0.14285714285714285,376,133,584.0
117,52,F,Widowed,High,448.48,224.24,2,2022-12-27,2,0.0,,0.0,2023-12-25,44,Online Banking,0,1,224.24,224.24,0.0,369,6,755.0
118,66,M,Divorced,Medium,1625.39,270.89833333333337,6,2022-12-18,4,1.0,2022-02-02,1.0,2023-10-01,34,Online Banking,0,0,270.89833333333337,406.3475,0.16666666666666666,378,91,697.0
119,47,M,Widowed,Medium,2012.33,251.54125,8,2022-11-04,5,2.0,2022-02-26,0.0,2023-03-29,18,Mobile App,1,0,251.54125,402.466,0.25,422,277,673.0
120,21,F,Widowed,High,1168.79,194.7983333333333,6,2022-12-29,3,2.0,2022-11-07,1.0,2023-02-23,2,Online Banking,0,0,194.79833333333332,389.59666666666664,0.3333333333333333,367,311,419.0
121,52,M,Divorced,Medium,1073.01,214.602,5,2022-11-22,4,2.0,2022-12-06,1.0,2023-09-09,38,Mobile App,0,0,214.602,268.2525,0.4,404,113,390.0
122,60,F,Single,Medium,2825.52,313.94666666666666,9,2022-12-16,5,1.0,2022-04-01,0.0,2023-06-14,17,Mobile App,1,0,313.94666666666666,565.104,0.1111111111111111,380,200,639.0
123,31,M,Widowed,Medium,938.58,312.86,3,2022-12-16,2,2.0,2022-11-11,0.0,2023-03-15,23,Mobile App,1,0,312.86,469.29,0.6666666666666666,380,291,415.0
124,66,M,Married,Medium,2283.88,326.2685714285714,7,2022-11-27,4,2.0,2022-12-25,0.0,2023-02-19,33,Website,0,0,326.2685714285714,570.97,0.2857142857142857,399,315,371.0
125,57,M,Widowed,Low,744.89,372.445,2,2022-08-30,2,0.0,,0.0,2023-06-21,28,Online Banking,0,1,372.445,372.445,0.0,488,193,755.0
126,39,F,Divorced,Medium,2323.02,258.11333333333334,9,2022-11-12,4,0.0,,0.0,2023-05-14,15,Website,0,1,258.11333333333334,580.755,0.0,414,231,755.0
127,27,F,Married,Medium,1976.17,247.02125,8,2022-12-31,4,1.0,2022-04-28,0.0,2023-01-18,11,Website,0,0,247.02125,494.0425,0.125,365,347,612.0
128,18,F,Divorced,Medium,630.2,315.1,2,2022-05-06,2,2.0,2022-08-17,1.0,2023-07-07,23,Website,1,0,315.1,315.1,1.0,604,177,501.0
129,28,F,Widowed,Medium,243.55,121.775,2,2022-11-29,2,1.0,2022-05-10,0.0,2023-03-21,13,Website,0,0,121.775,121.775,0.5,397,285,600.0
130,68,M,Divorced,Low,552.23,276.115,2,2022-11-07,1,1.0,2022-09-06,1.0,2023-02-25,47,Mobile App,0,0,276.115,552.23,0.5,419,309,481.0
131,61,F,Divorced,Low,2726.7,340.8375,8,2022-10-05,5,1.0,2022-12-03,0.0,2023-09-24,11,Website,0,0,340.8375,545.3399999999999,0.125,452,98,393.0
132,41,F,Single,High,1879.94,208.88222222222225,9,2022-10-19,5,0.0,,0.0,2023-06-15,36,Website,0,1,208.88222222222223,375.988,0.0,438,199,755.0
133,20,M,Widowed,Medium,896.27,224.0675,4,2022-08-29,2,1.0,2022-08-12,0.0,2023-04-13,38,Mobile App,0,0,224.0675,448.135,0.25,489,262,506.0
134,52,M,Widowed,Medium,1570.08,261.68,6,2022-12-29,4,1.0,2022-04-26,1.0,2023-01-05,27,Mobile App,0,0,261.68,392.52,0.16666666666666666,367,360,614.0
135,53,F,Widowed,High,441.75,220.875,2,2022-05-24,2,0.0,,0.0,2023-06-19,18,Mobile App,0,1,220.875,220.875,0.0,586,195,755.0
136,48,M,Widowed,Low,419.86,209.93,2,2022-12-30,2,0.0,,0.0,2023-11-07,40,Mobile App,0,1,209.93,209.93,0.0,366,54,755.0
137,21,F,Married,High,431.47,431.47,1,2022-06-19,1,0.0,,0.0,2023-06-19,38,Online Banking,1,1,431.47,431.47,0.0,560,195,755.0
138,36,M,Divorced,Low,2804.65,350.58125,8,2022-10-10,4,1.0,2022-02-28,1.0,2023-03-20,34,Online Banking,0,0,350.58125,701.1625,0.125,447,286,671.0
139,64,F,Widowed,High,2045.49,292.2128571428572,7,2022-07-22,2,2.0,2022-07-18,1.0,2023-06-03,22,Website,0,0,292.21285714285716,1022.745,0.2857142857142857,527,211,531.0
140,53,M,Married,High,1024.23,341.41,3,2022-09-12,2,1.0,2022-04-27,0.0,2023-10-21,18,Mobile App,0,0,341.41,512.115,0.3333333333333333,475,71,613.0
141,38,F,Widowed,Medium,2483.75,354.82142857142856,7,2022-12-04,4,2.0,2022-05-23,0.0,2023-06-28,41,Online Banking,0,0,354.82142857142856,620.9375,0.2857142857142857,392,186,587.0
142,35,M,Divorced,High,1391.99,278.398,5,2022-11-30,3,1.0,2022-03-04,1.0,2023-04-27,18,Mobile App,0,0,278.398,463.99666666666667,0.2,396,248,667.0
143,68,F,Widowed,Low,343.27,171.635,2,2022-03-08,1,1.0,2022-12-07,0.0,2023-12-25,13,Website,0,0,171.635,343.27,0.5,663,6,389.0
144,45,F,Married,Low,419.85,419.85,1,2022-10-27,1,1.0,2022-07-15,0.0,2023-02-18,39,Online Banking,1,0,419.85,419.85,1.0,430,316,534.0
145,32,F,Married,High,1768.7,353.74,5,2022-12-18,2,2.0,2022-10-27,2.0,2023-10-11,16,Online Banking,0,0,353.74,884.35,0.4,378,81,430.0
146,59,F,Divorced,Low,1373.73,274.746,5,2022-12-24,4,0.0,,0.0,2023-12-12,8,Mobile App,0,1,274.746,343.4325,0.0,372,19,755.0
147,19,F,Widowed,High,2260.34,282.5425,8,2022-11-27,4,2.0,2022-11-19,1.0,2023-09-02,34,Mobile App,0,0,282.5425,565.085,0.25,399,120,407.0
148,54,F,Married,Medium,13.04,13.04,1,2022-12-03,1,2.0,2022-06-12,1.0,2023-03-09,29,Website,0,0,13.04,13.04,2.0,393,297,567.0
149,28,M,Single,Medium,444.84,444.84,1,2022-04-28,1,1.0,2022-03-15,0.0,2023-02-17,6,Online Banking,0,0,444.84,444.84,1.0,612,317,656.0
150,40,F,Widowed,Medium,1193.26,149.1575,8,2022-12-13,5,0.0,,0.0,2023-06-29,38,Mobile App,0,1,149.1575,238.652,0.0,383,185,755.0
